# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/annot.gtf" "-o" "counts/counts.txt" "-p" "-B" "-C" "-s" "2" "-T" "4" "alignment/WT_1A.sorted.bam" "alignment/WT_1B.sorted.bam" "alignment/WT_1C.sorted.bam" "alignment/WT_2A.sorted.bam" "alignment/WT_2B.sorted.bam" "alignment/WT_2C.sorted.bam" "alignment/WT_3A.sorted.bam" "alignment/WT_3B.sorted.bam" "alignment/WT_3C.sorted.bam" "alignment/WT_4A.sorted.bam" "alignment/WT_4B.sorted.bam" "alignment/WT_4C.sorted.bam" "alignment/rrp6_1A.sorted.bam" "alignment/rrp6_1B.sorted.bam" "alignment/rrp6_1C.sorted.bam" "alignment/rrp6_2A.sorted.bam" "alignment/rrp6_2B.sorted.bam" "alignment/rrp6_2C.sorted.bam" "alignment/rrp6_3A.sorted.bam" "alignment/rrp6_3B.sorted.bam" "alignment/rrp6_3C.sorted.bam" "alignment/rrp6_4A.sorted.bam" "alignment/rrp6_4B.sorted.bam" "alignment/rrp6_4C.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment/WT_1A.sorted.bam	alignment/WT_1B.sorted.bam	alignment/WT_1C.sorted.bam	alignment/WT_2A.sorted.bam	alignment/WT_2B.sorted.bam	alignment/WT_2C.sorted.bam	alignment/WT_3A.sorted.bam	alignment/WT_3B.sorted.bam	alignment/WT_3C.sorted.bam	alignment/WT_4A.sorted.bam	alignment/WT_4B.sorted.bam	alignment/WT_4C.sorted.bam	alignment/rrp6_1A.sorted.bam	alignment/rrp6_1B.sorted.bam	alignment/rrp6_1C.sorted.bam	alignment/rrp6_2A.sorted.bam	alignment/rrp6_2B.sorted.bam	alignment/rrp6_2C.sorted.bam	alignment/rrp6_3A.sorted.bam	alignment/rrp6_3B.sorted.bam	alignment/rrp6_3C.sorted.bam	alignment/rrp6_4A.sorted.bam	alignment/rrp6_4B.sorted.bam	alignment/rrp6_4C.sorted.bam
YDR354W	IV	1184747	1185889	+	1143	1354	1419	1543	1389	1481	1537	1506	1580	1574	1817	1964	1956	1112	1364	1282	1329	1406	1404	1272	1374	1458	1660	1728	1748
YDR246W	IV	954288	954947	+	660	451	475	488	510	605	579	660	639	632	716	760	731	311	318	374	461	494	523	440	472	555	555	623	575
YDR428C	IV	1323454	1324239	-	786	537	592	567	448	523	601	460	500	565	518	619	646	287	328	283	381	373	334	305	303	368	342	337	379
YDR157W	IV	769931	770332	+	402	58	53	66	51	31	31	46	46	54	41	44	43	46	54	43	33	51	40	53	60	34	43	43	46
YDR316W	IV	1093763	1095178	+	1416	309	302	325	313	346	316	392	473	420	522	506	586	205	216	281	296	288	332	275	289	286	314	307	355
YDL142C	IV	201719	202570	-	852	383	345	397	445	456	424	456	410	516	636	568	560	267	305	264	399	447	438	467	445	478	490	561	489
YDR253C	IV	963990	964565	-	576	12	20	7	39	42	37	31	32	18	31	45	19	9	35	26	42	73	74	61	64	85	79	87	74
YDL112W	IV	258915	263225	+	4311	2977	3327	3207	2933	3194	3283	1875	2027	2021	2144	2306	2387	3078	3163	3443	2546	2755	2773	1846	1938	2034	2554	2643	2756
YDR545W	IV	1526321	1531711	+	5391	5	2	1	3	3	3	6	6	0	5	8	6	0	0	0	3	6	2	2	6	2	2	1	3
YDL187C	IV	125509	125838	-	330	45	61	60	36	45	44	43	46	53	48	51	38	146	188	148	99	107	118	139	126	130	114	113	105
YDL138W	IV	213351	215642	+	2292	565	614	540	578	502	573	553	618	593	558	646	654	567	612	606	578	667	671	508	596	583	527	603	590
YDR528W	IV	1494586	1495857	+	1272	686	740	681	571	576	679	489	564	576	553	533	511	440	495	447	349	407	332	300	320	340	280	199	286
YDR284C	IV	1030550	1031419	-	870	1234	1276	1324	1311	1378	1388	1525	1600	1575	1741	1791	1833	884	905	946	1211	1278	1344	1241	1311	1393	1348	1536	1567
YDR050C	IV	555726	556472	-	747	55260	58860	60291	62196	66069	68497	61215	64560	66068	61289	65023	66197	34561	37001	37989	49742	53376	54676	52189	55441	55719	55449	59949	60525
YDL010W	IV	432330	433025	+	696	352	354	364	441	500	476	599	604	617	555	604	641	326	332	312	465	577	510	460	470	435	393	481	471
YDL065C	IV	336249	337277	-	1029	304	361	314	415	383	405	447	518	445	513	590	558	312	321	327	405	393	442	314	344	352	375	464	475
YDR349C	IV	1172386	1174176	-	1791	2226	2294	2417	2255	2464	2438	2238	2452	2515	2723	2825	2930	2237	2644	2623	2454	2542	2533	2422	2725	2702	2857	2971	3137
YDL098C	IV	284581	285165	-	585	252	239	304	272	289	303	301	280	318	322	269	316	185	184	215	200	242	252	195	220	228	278	226	238
YDL234C	IV	34237	36477	-	2241	1767	2007	2004	3197	3320	3573	3372	3502	3587	3554	3938	4009	1036	1135	1149	2955	2866	3238	2484	2735	2819	2900	3275	3145
YDR118W	IV	685882	687840	+	1959	348	339	404	436	419	375	412	451	452	442	455	443	419	461	503	461	477	484	440	467	446	546	538	566
YDR118W-A	IV	687768	687884	+	117	0	4	1	2	5	8	12	4	4	1	5	2	4	3	5	6	2	7	7	8	4	2	3	11
YDR159W	IV	771877	775782	+	3906	1908	2065	2144	1966	2147	2022	1803	2009	1980	2027	2315	2235	1739	1909	1712	1871	1917	2045	1580	1704	1692	1728	1919	1948
YDR111C	IV	678241	679764	-	1524	857	884	990	899	886	969	848	870	890	947	989	1050	961	1111	1085	921	985	1090	1199	1155	1250	1265	1267	1293
YDR128W	IV	709549	712995	+	3447	1471	1538	1648	1702	1902	1960	1516	1610	1566	1755	1818	1842	1286	1196	1320	1310	1419	1423	1034	1171	1223	1411	1481	1508
YDL034W	IV	391783	392127	+	345	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
YDR065W	IV	580687	581784	+	1098	420	506	448	375	391	443	514	473	522	467	545	554	412	370	422	394	442	429	393	495	448	362	498	470
YDL004W	IV	443029	443511	+	483	1211	1377	1387	1525	1645	1723	1772	1727	1804	1917	1861	1987	975	1078	1091	1552	1676	1821	1735	1830	1888	1696	2137	1972
YDR024W	IV	491017	491502	+	486	349	412	407	318	315	336	268	288	303	383	390	394	271	322	319	302	323	312	305	325	304	322	333	349
YDL171C	IV	149203	155640	-	6438	6084	6524	6591	7789	8636	8643	4962	5287	5179	5044	5322	5784	9298	10174	10239	10777	11804	12202	7882	8735	8497	11905	12812	13020
YDR083W	IV	612073	613251	+	1179	1467	1645	1705	1049	1194	1168	1207	1316	1285	1287	1607	1424	1246	1484	1570	966	1089	1019	1029	1156	1092	1216	1262	1153
YDR457W	IV	1369790	1379596	+	9807	4187	4602	4689	5780	6088	6242	3990	4340	4407	5506	5650	5845	3872	4205	4358	4692	5188	5281	3172	3351	3485	5159	5375	5621
YDR014W	IV	474046	475989	+	1944	533	578	569	506	568	531	572	572	570	607	624	679	437	451	442	443	508	468	485	537	472	474	489	605
YDR206W	IV	862054	864708	+	2655	2107	2372	2378	1848	1898	2154	1740	1812	1769	2145	2396	2341	1869	2108	2215	1686	1906	1897	1740	1779	1882	1949	2020	2316
YDR478W	IV	1414575	1415171	+	597	298	278	296	201	209	239	195	243	265	218	257	267	189	242	246	161	162	178	143	155	166	144	228	271
YDR169C	IV	792348	793889	-	1542	606	740	743	933	953	958	605	700	711	723	861	822	478	474	529	624	790	731	634	653	711	776	878	852
YDR115W	IV	682175	682492	+	318	769	834	796	755	764	778	895	983	928	1025	1034	1061	523	543	603	637	607	656	687	611	733	662	691	790
YDL159W-A	IV	172182	172313	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
YDL232W	IV	38487	38597	+	111	423	504	464	387	438	433	422	492	445	484	579	540	338	421	401	353	378	395	364	383	454	402	480	504
YDL240C-A	IV	22471	22608	-	138	2	0	0	0	0	0	2	1	0	0	0	0	1	1	4	2	0	2	5	2	0	1	1	2
tE(CUC)D	IV	1017207	1017278	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL152W	IV	182822	183187	+	366	2	3	0	1	1	2	0	0	0	1	0	1	0	3	0	1	0	0	0	0	1	0	0	0
YDR432W	IV	1328783	1330027	+	1245	2944	3168	3357	4152	4500	4412	2995	3038	3350	3909	4004	4376	2819	2993	3019	4347	4838	4641	2973	3190	3409	4105	4508	4675
YDL022C-A	IV	409808	410056	-	249	0	0	1	1	0	0	2	1	1	3	1	5	3	0	1	3	4	0	5	4	2	0	2	0
YDL114W-A	IV	254935	255048	+	114	4	0	3	0	1	5	3	1	1	1	1	0	2	8	2	4	4	1	0	2	8	4	5	2
YDR410C	IV	1292372	1293091	-	720	753	865	772	687	696	660	705	802	815	848	934	817	787	809	846	732	849	745	850	861	958	932	896	895
YDR464C-A	IV	1392492	1392680	-	189	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YDL072C	IV	329836	330447	-	612	2133	2240	2283	2724	2796	2996	3208	3604	3533	3632	3925	3847	1397	1623	1526	2589	2847	2929	3017	3109	3218	3049	3271	3038
YDR053W	IV	560249	560644	+	396	1	1	0	0	0	4	1	6	0	1	5	0	0	0	1	1	1	0	0	1	1	1	1	1
YDL012C	IV;IV	431108;431473	431386;431517	-;-	324	611	713	665	639	791	751	727	717	777	855	930	878	510	487	571	762	722	748	571	676	633	715	761	740
YDR482C	IV	1420431	1420838	-	408	148	206	149	184	216	213	205	195	256	269	286	255	154	149	140	159	216	183	142	180	139	206	174	176
YDL070W	IV	331024	332940	+	1917	5109	5501	5654	4991	5273	5715	6176	6624	6500	6471	7107	6898	4616	5028	5119	4576	5250	4949	5187	5467	5484	5157	5427	5560
YDR064W	IV;IV	579458;580018	579478;580452	+;+	456	26297	27764	28916	24718	26862	27838	22755	24320	25057	21669	23025	23678	17195	18659	19017	19688	21481	21782	18276	19685	19985	19415	20933	21409
YDL135C	IV	218680	219288	-	609	1302	1423	1368	1628	1565	1576	1658	1914	1774	1906	2065	2013	1166	1085	1156	1367	1396	1536	1365	1432	1471	1451	1495	1514
YDL077C	IV	316971	320120	-	3150	1120	1206	1191	1236	1376	1390	1232	1316	1264	1420	1508	1477	985	1011	1067	1331	1422	1422	1108	1171	1093	1450	1628	1600
YDR354C-A	IV	1185139	1185282	-	144	0	0	2	0	0	1	0	1	0	0	0	0	2	6	0	1	2	0	1	1	0	0	0	3
YDL033C	IV	392659	393912	-	1254	484	609	565	532	520	575	436	543	536	704	810	725	559	567	563	487	525	630	463	458	487	610	664	662
YDL031W	IV	394217	397204	+	2988	5205	5383	5630	3834	4070	4015	3461	3524	3648	4302	4513	4686	5226	5373	5844	3720	3862	3927	3302	3628	3808	4192	4634	4371
YDR398W	IV	1267471	1269402	+	1932	1794	2037	2132	1496	1759	1689	1223	1358	1338	1638	1629	1724	1794	1822	1888	1534	1469	1477	1243	1299	1307	1620	1692	1857
YDR326C	IV	1120609	1124925	-	4317	5606	6139	6172	4220	4692	4687	4480	4685	5023	5567	5861	5931	4535	5056	5216	3803	4074	4318	4373	4288	4423	4654	4973	5119
YDL052C	IV	362672	363583	-	912	1344	1398	1380	1514	1592	1614	1463	1567	1578	1800	1993	2021	1184	1410	1281	1298	1539	1643	1246	1322	1296	1501	1540	1614
YDR536W	IV	1508005	1509714	+	1710	6	7	6	2	21	2	2	7	6	14	8	7	6	0	1	10	14	15	6	6	6	11	4	15
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	1221	1266	1291	1009	1131	1066	1103	1124	1112	1205	1202	1228	816	900	943	894	982	998	796	782	860	895	883	918
YDL116W	IV	251566	253746	+	2181	2514	2672	2775	2110	2332	2266	2270	2564	2497	2678	2786	2923	2207	2346	2454	2254	2335	2406	2311	2417	2398	2711	2740	2668
YDR028C	IV	497835	500879	-	3045	4023	4430	4545	4285	4608	4818	4041	4059	4176	4869	5530	5539	3055	3196	3389	3984	4366	4394	3399	3603	3660	4161	4558	4625
YDL007W	IV	438047	439360	+	1314	1696	1979	1851	2365	2515	2587	2779	2883	3024	3768	4028	3938	1767	1918	2000	2664	2808	2897	2239	2542	2557	2955	3286	3261
YDR236C	IV	935236	935892	-	657	435	407	483	467	436	483	459	579	572	576	603	690	344	369	363	448	467	505	455	461	499	477	525	519
YDR011W	IV	465919	470424	+	4506	6047	6290	6631	5992	6227	6293	5326	5401	5612	7624	8229	8127	4189	4572	4783	3601	3767	3819	2915	2953	3279	4042	4392	4739
YDR155C	IV	768512	769000	-	489	10855	11722	12050	10863	11577	11926	12684	13339	13747	12883	13769	13924	9632	10433	10893	10551	11363	11615	11809	12703	13022	11658	12752	12598
YDR414C	IV	1295598	1296686	-	1089	575	650	643	536	585	684	644	679	643	560	714	690	531	576	673	595	702	676	662	599	697	764	808	714
YDR026C	IV	492556	494268	-	1713	971	1075	993	798	905	842	853	957	897	1091	1129	1235	882	856	950	830	945	928	785	823	904	951	931	1013
YDL073W	IV	326613	329567	+	2955	1416	1357	1340	1168	1296	1421	1137	1198	1147	1274	1279	1302	1237	1297	1355	1121	1228	1198	1067	1107	1121	1194	1333	1334
tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	6	7	3	2	5	6	1	0	8	3	0	1	8	17	8	3	15	3	9	6	7	8	10	3
YDL115C	IV;IV	253995;255045	254974;255126	-;-	1062	323	338	338	469	486	473	499	507	524	656	624	664	265	307	339	448	424	473	405	503	453	457	467	502
YDL145C	IV	194571	198176	-	3606	13377	14535	14706	13349	14476	15177	10335	10974	11148	13651	14370	15015	10887	11741	12056	11871	12865	13118	9204	10035	10260	12732	13240	13842
YDR203W	IV	857682	857999	+	318	2	4	0	3	8	3	3	2	2	0	1	0	2	2	5	1	5	5	2	4	3	5	4	0
YDL104C	IV	273653	274876	-	1224	169	216	179	187	209	177	233	188	228	222	312	261	105	136	103	151	176	160	135	129	166	153	161	150
YDL149W	IV	184925	187918	+	2994	343	397	352	596	647	724	596	662	674	731	773	760	295	308	298	638	622	612	553	638	599	621	733	660
YDR231C	IV	926293	926910	-	618	204	239	262	395	401	407	367	456	447	520	617	535	220	225	204	390	455	452	507	509	433	491	529	577
YDR045C	IV	547978	548310	-	333	621	601	647	349	346	432	451	494	457	431	509	551	553	610	610	411	496	468	489	423	503	404	537	485
YDL075W	IV;IV	322226;322704	322282;322988	+;+	342	19763	20787	21459	19146	20235	20722	18016	18688	19428	17431	18160	18554	17331	18116	18854	18442	19315	20061	16718	18127	18357	18611	19791	20090
YDR415C	IV	1297037	1298161	-	1125	419	425	515	408	473	507	438	459	534	493	533	494	346	301	367	373	466	518	442	463	476	490	543	539
YDR339C	IV	1149951	1150520	-	570	1468	1579	1532	1049	1223	1205	1203	1323	1234	1439	1508	1566	1165	1408	1354	1122	1286	1167	1206	1313	1312	1362	1402	1491
YDL213C	IV	77289	77966	-	678	1121	1348	1319	1032	1167	1269	1044	1154	1150	1298	1356	1463	1062	1324	1227	1004	1044	1038	940	1025	949	1097	1252	1229
YDR096W	IV	637139	639823	+	2685	1299	1538	1565	2275	2475	2514	1933	2088	2015	2459	2698	2734	1150	1403	1312	2326	2622	2583	2089	2203	2284	2809	2865	2875
YDL019C	IV	417663	421514	-	3852	1113	1238	1395	2062	2176	2246	1523	1666	1635	1900	1967	1986	1014	1198	1129	1658	1690	1867	1166	1270	1287	1665	1826	1774
YDL022W	IV	411825	413000	+	1176	2920	3008	3197	5227	5328	5683	4639	4836	4914	5723	5879	5958	1752	1957	1868	5382	5582	5419	4935	5259	5516	5473	6174	6152
YDR413C	IV	1294836	1295411	-	576	4	1	2	5	6	3	3	0	2	2	5	0	2	6	7	2	0	2	2	6	3	0	3	6
YDR391C	IV	1257358	1258056	-	699	567	653	625	831	882	938	949	895	1110	1019	1057	1156	395	482	476	913	880	1013	1036	1216	1268	980	1058	1149
YDR091C	IV	626708	628534	-	1827	7664	8281	8306	6301	6962	6617	5296	5831	5648	5552	5789	6064	7745	8372	8610	6305	6793	7003	6463	6902	7109	7594	8209	8113
YDR240C	IV	943674	945152	-	1479	748	777	740	470	505	597	494	664	630	622	702	665	601	717	692	466	529	556	601	609	624	577	628	670
YDL244W	IV	16204	17226	+	1023	25	25	34	33	44	37	26	34	32	32	47	60	24	34	38	35	43	41	44	42	44	42	40	49
YDR179C	IV	818708	819196	-	489	256	248	262	179	216	174	217	264	222	229	265	262	198	171	192	165	147	150	211	204	206	173	181	218
YDL165W	IV	164290	164865	+	576	839	826	812	873	983	880	878	1020	947	1082	1080	1010	603	690	717	767	842	850	801	945	883	913	949	1037
YDL140C	IV	205360	210561	-	5202	6857	7404	7783	8794	9292	9591	4461	4912	4985	5876	6109	6299	5613	6199	6259	5548	6307	6211	3536	3685	3971	5768	6092	6122
YDR120C	IV	691549	693261	-	1713	2385	2499	2499	2040	2092	2213	1756	1981	1988	2266	2289	2365	2146	2218	2317	1736	1831	1727	1496	1684	1610	1916	2066	2183
YDR003W	IV	454122	454754	+	633	479	502	538	629	710	635	775	844	903	807	892	966	379	393	382	588	595	625	618	704	731	717	594	629
YDR499W	IV	1447830	1450073	+	2244	533	603	578	635	665	636	615	720	689	734	782	834	380	472	490	507	575	480	435	482	505	520	566	605
YDR166C	IV	786306	789221	-	2916	1676	1940	1835	1612	1742	1714	1620	1749	1695	1898	2033	2039	1437	1531	1629	1370	1581	1672	1601	1588	1532	1730	1866	1773
YDL092W	IV	292781	293221	+	441	1320	1550	1613	1201	1340	1453	1472	1584	1497	1556	1640	1627	1213	1376	1358	1232	1410	1345	1261	1315	1453	1428	1481	1437
YDL041W	IV	378102	378455	+	354	3	4	0	2	0	0	0	0	0	0	2	0	0	1	0	2	8	2	2	2	2	6	3	2
YDL241W	IV	20635	21006	+	372	276	269	305	288	297	309	295	252	276	233	281	240	315	331	356	346	407	375	344	264	341	322	301	381
YDL082W	IV;IV	308424;308793	308427;309388	+;+	600	15542	17055	17252	15520	16631	16453	14786	15668	15597	14942	15776	15808	12843	14055	14309	14697	15514	15571	13887	14782	14757	15322	16720	16431
YDR277C	IV	1014401	1015702	-	1302	701	798	800	1772	2059	1951	2282	2413	2430	3006	3407	3431	645	707	745	1977	2139	2306	2236	2378	2534	2949	3243	3111
YDR291W	IV	1039728	1042961	+	3234	1421	1544	1621	1241	1348	1377	1200	1227	1236	1469	1598	1618	1386	1520	1615	1287	1360	1384	1171	1333	1260	1421	1569	1460
YDR475C	IV	1407464	1410094	-	2631	535	562	600	904	895	872	724	843	828	785	759	801	257	280	346	710	754	735	511	619	568	690	661	646
YDR244W	IV	950563	952401	+	1839	860	926	943	868	967	1017	975	1051	1133	1154	1177	1226	723	772	733	855	906	892	841	957	967	985	1105	1110
YDR407C	IV	1284069	1287938	-	3870	2000	2225	2335	2446	2648	2621	2168	2362	2342	2653	2741	2916	1880	2086	1984	2317	2566	2600	1896	2070	2069	2245	2849	2610
YDR382W	IV	1239492	1239824	+	333	22532	24864	25049	23935	26094	26457	27298	29902	29731	24872	26667	26724	18982	20729	20512	23752	25935	26785	30623	32879	32988	29538	31795	31628
YDR102C	IV	657648	657980	-	333	6	7	16	9	7	6	7	8	3	11	7	3	17	34	27	23	7	17	19	20	14	19	23	27
YDL188C	IV	123865	124998	-	1134	866	913	1068	1126	1192	1267	1096	1215	1263	1316	1462	1449	990	1025	1159	1295	1310	1347	1059	1234	1232	1342	1562	1549
YDR405W	IV	1277646	1278437	+	792	481	519	575	517	587	616	639	586	663	793	768	837	304	316	399	408	439	449	339	446	385	479	520	559
YDR443C	IV	1345676	1349938	-	4263	1012	1009	1186	1172	1314	1324	1072	1090	1095	1177	1373	1311	955	945	1038	1151	1279	1163	1043	1177	1142	1348	1343	1324
YDR059C	IV;IV	569234;569724	569633;569770	-;-	447	208	225	180	290	292	310	286	362	353	459	432	454	195	246	229	340	380	397	418	521	434	418	387	465
YDR144C	IV	744311	746101	-	1791	2326	2641	2630	2216	2521	2596	2178	2216	2132	2322	2449	2622	2700	2969	3125	2422	2636	2754	2019	2250	2356	2647	2788	2916
YDL157C	IV	174232	174588	-	357	1422	1533	1623	1263	1403	1298	1273	1360	1382	1422	1491	1658	1088	1246	1225	1096	1127	1197	1034	1089	1123	1097	1160	1153
YDL058W	IV	345665	351037	+	5373	2925	3218	3443	3495	3677	3605	2483	2608	2662	3182	3445	3455	2611	2827	2853	2906	3162	3177	1772	1936	1991	2514	2622	2794
YDL096C	IV	286998	287324	-	327	4	2	3	2	2	2	0	3	4	0	2	4	4	1	5	7	2	4	3	0	4	3	2	0
YDL155W	IV	176773	178056	+	1284	1100	1147	1244	1128	1256	1223	1097	1187	1211	1300	1455	1371	976	1020	1035	997	1143	1165	1038	1074	1122	1237	1259	1375
YDR147W	IV	751631	753235	+	1605	815	962	849	647	738	784	787	799	742	897	904	945	746	897	808	587	673	658	644	738	716	764	752	830
YDL191W	IV;IV	117664;118158	117666;118517	+;+	363	6682	7453	7361	6329	6794	7166	6151	6546	6770	6276	6621	6589	5561	6115	6439	6175	6412	6342	5809	6471	6636	6366	6712	6647
YDL128W	IV	232652	233887	+	1236	3067	3302	3252	2894	3110	3272	3460	3753	3590	3729	4061	3965	2785	3149	2982	3154	3486	3474	3573	3940	4042	3838	3893	3930
YDR310C	IV	1081128	1084316	-	3189	1696	1907	1851	1831	1887	1930	1466	1519	1654	1855	2097	2011	1495	1541	1612	1478	1650	1677	1095	1271	1252	1663	1746	1754
YDL160C-A	IV	169366	169608	-	243	254	228	245	202	243	246	222	223	263	208	258	281	212	182	215	179	230	241	248	195	298	182	221	265
YDR127W	IV	704484	709250	+	4767	5425	5902	6183	6892	7347	7786	4836	5176	5101	7433	8046	8079	3859	4147	4178	4650	5255	5275	3397	3675	3778	5124	5462	5361
YDR497C	IV	1443713	1445467	-	1755	8036	8830	9078	8396	9104	9224	7696	8209	8202	8322	8830	8930	5599	5939	6182	5658	6189	6186	6685	7042	7271	7111	7728	8228
YDL162C	IV	167359	167715	-	357	7	3	6	5	0	4	1	1	1	1	1	3	3	4	2	1	0	4	5	2	9	8	1	11
tS(AGA)D3	IV	1305630	1305712	+	83	0	3	0	2	0	2	0	0	0	0	1	0	4	2	2	1	0	8	7	4	3	1	1	1
YDR201W	IV	856317	856814	+	498	195	250	253	231	337	280	328	306	344	314	370	407	148	205	198	290	269	266	202	254	196	219	302	270
YDR163W	IV	781423	781950	+	528	139	156	133	155	133	130	184	218	186	231	253	257	104	122	115	179	185	166	149	141	127	162	177	175
YDL146W	IV	192750	194225	+	1476	910	946	1059	1047	1004	1142	1113	1248	1177	1322	1360	1439	725	797	802	1127	1224	1188	1232	1287	1377	1332	1433	1397
YDR363W-A	IV	1202128	1202397	+	270	1045	1352	1233	1128	1227	1220	1676	1730	1773	1711	1908	1921	1114	1136	1222	1182	1235	1238	1276	1345	1522	1322	1337	1455
YDL221W	IV	62011	62562	+	552	5	8	6	9	13	7	7	17	7	13	12	15	4	11	2	9	11	13	5	14	10	10	15	9
YDL089W	IV	296820	298274	+	1455	590	652	636	654	708	806	758	788	833	782	859	818	548	584	635	716	696	722	735	844	872	803	1029	899
YDR385W	IV	1243230	1245758	+	2529	31030	33033	33747	31518	33576	34597	21321	22522	23313	26496	27801	28029	24938	26891	27498	28687	31359	31544	21991	23460	23978	30244	32266	32953
YDR331W	IV	1129588	1130823	+	1236	1337	1336	1489	1139	1319	1264	1176	1350	1226	1323	1251	1516	999	1103	1120	1116	1131	1175	1110	1290	1183	1385	1364	1278
YDR196C	IV	850274	850999	-	726	492	492	494	668	679	629	722	692	697	796	866	858	430	441	433	566	604	601	611	610	597	691	706	805
YDR116C	IV	682724	683581	-	858	1029	1133	1147	904	1036	975	1081	1325	1177	1504	1513	1555	701	761	710	700	768	748	777	946	947	860	937	939
YDR001C	IV	450220	452475	-	2256	1959	2158	2122	3134	3206	3317	2998	3400	3235	4543	4596	4755	1670	1795	1902	3352	3489	3597	3047	3231	3400	4210	4267	4373
YDL230W	IV	42700	43707	+	1008	349	392	425	430	418	481	444	463	428	586	614	647	241	276	289	455	409	388	339	406	423	513	497	484
YDR160W	IV	776163	778721	+	2559	613	702	644	675	686	781	778	737	788	806	829	915	566	687	682	590	670	777	674	704	815	720	748	760
YDR123C	IV	698554	699468	-	915	581	630	584	535	675	655	477	537	516	399	429	434	503	688	617	503	579	615	487	507	496	426	427	467
YDR322W	IV	1110589	1111692	+	1104	1080	1334	1397	1157	1340	1322	1221	1290	1346	1558	1635	1752	786	781	833	873	976	995	948	1148	1113	1024	1212	1219
YDR040C	IV	535192	538467	-	3276	281	305	353	323	378	338	328	324	347	305	349	324	262	260	251	272	314	324	229	295	245	298	316	331
YDR025W	IV;IV	491515;491899	491559;492324	+;+	471	14555	15817	15956	15135	16593	16237	13316	14396	14576	13060	14247	14711	11386	12411	12690	13337	14521	14863	12948	14003	14278	14374	15120	15215
YDR046C	IV	548762	550576	-	1815	1653	1763	1775	2489	2628	2798	2510	2655	2716	2845	3049	3115	2418	2603	2715	3722	3832	3988	3506	3877	3986	3991	4392	4304
YDL057W	IV	351434	352420	+	987	137	148	141	142	190	196	160	219	229	226	254	245	95	84	104	152	163	198	120	139	144	156	192	190
YDL248W	IV	1802	2953	+	1152	307	287	333	380	404	447	402	419	419	475	419	441	316	315	353	477	499	578	612	602	624	525	543	562
YDR008C	IV	462252	462602	-	351	23	29	33	19	26	22	31	24	31	35	30	19	44	51	43	56	65	53	49	64	56	48	66	73
YDR029W	IV	501100	501414	+	315	2	2	4	2	4	2	1	2	1	2	3	3	3	1	0	5	2	3	3	5	10	7	4	11
YDR485C	IV	1424820	1427207	-	2388	860	955	1009	981	986	961	909	888	979	1188	1357	1278	750	803	774	910	946	1035	772	734	800	954	1050	988
YDR408C	IV	1288215	1288859	-	645	1446	1524	1593	1490	1669	1583	1539	1602	1782	1943	2151	2149	1090	1171	1210	1230	1462	1417	1351	1342	1370	1421	1484	1439
YDR038C	IV	527422	530697	-	3276	251	286	338	246	280	323	258	242	238	292	292	279	249	305	316	285	305	294	237	263	248	249	263	274
YDL204W	IV	94605	95786	+	1182	150	199	208	463	498	478	585	515	628	567	648	628	307	321	281	644	761	743	856	990	963	842	921	1003
YDR019C	IV	484163	485365	-	1203	1669	1913	1993	1556	1701	1711	2460	2518	2506	4152	4271	4412	1165	1246	1344	1913	1968	2037	1240	1256	1390	1190	1272	1271
YDR477W	IV	1412373	1414274	+	1902	1709	1760	1807	2105	2502	2422	1680	1793	1933	2592	2661	2649	1409	1568	1601	1895	2260	2327	1730	1881	1950	2553	2721	2614
YDR254W	IV	965113	966489	+	1377	200	230	232	242	328	316	258	336	297	289	306	342	206	216	246	372	317	375	316	329	359	337	374	346
YDR514C	IV	1471548	1472999	-	1452	178	227	221	198	227	244	210	210	199	239	247	253	202	210	275	162	186	194	146	163	176	181	192	188
YDR296W	IV	1055212	1055892	+	681	915	950	1052	1111	1100	1153	1159	1211	1142	1516	1526	1667	705	688	636	786	827	911	775	756	849	898	994	992
YDL216C	IV	68997	70319	-	1323	166	205	226	266	333	320	322	323	314	352	386	395	148	156	157	157	184	175	185	244	193	218	251	220
YDL100C	IV	282112	283176	-	1065	6917	7268	7409	7189	7678	7725	8064	8486	8741	9973	9953	10423	5828	6255	6271	7027	7245	7683	7483	7812	7919	8259	8795	9060
YDL068W	IV	333500	333829	+	330	12	3	5	5	14	10	11	11	4	7	2	14	27	28	22	21	11	19	27	28	32	24	31	40
YDL026W	IV	404749	405060	+	312	0	0	6	4	0	3	4	0	0	1	2	5	0	1	1	1	0	2	0	1	6	2	7	8
YDL124W	IV	240259	241197	+	939	2020	2272	2253	4467	4694	4822	4749	5191	5281	5983	6421	6569	1742	1917	2046	5060	5253	5362	5421	5880	6004	5429	5835	5882
